Record_ID,Date,Month,Quarter,Year,Region,Trust,Hospital,AE_Type,Attendances,Emergency_Admissions,Seen_Within_4Hours,Over_4Hours,Average_Waiting_Time,Longest_Wait_Hours,Left_Before_Treatment,Ambulance_Arrivals,Self_Referrals,GP_Referrals,Other_Referrals
673,15/05/2023,May,2,2023,Midlands,University Hospitals Birmingham NHS Foundation Trust,Queen Elizabeth Hospital Birmingham,Type 1,420,118,389,31,163,9,18,173,170,31,219
674,15/05/2023,May,2,2023,Yorkshire and Humber,Leeds Teaching Hospitals NHS Trust,Leeds General Infirmary,Type 1,575,118,528,47,235,15.4,20,49,205,56,314
675,15/05/2023,May,2,2023,South East,Oxford University Hospitals NHS Foundation Trust,John Radcliffe Hospital,Type 1,351,159,229,122,192,10.1,20,181,242,19,90
676,16/05/2023,May,2,2023,North West,Liverpool University Hospitals NHS Foundation Trust,Royal Liverpool University Hospital,Type 1,425,160,272,153,170,5.8,0,101,277,34,114
677,16/05/2023,May,2,2023,London,Guy's and St Thomas' NHS Foundation Trust,St Thomas' Hospital,Type 1,300,160,269,31,318,12.7,7,153,240,24,36
678,16/05/2023,May,2,2023,Midlands,University Hospitals Birmingham NHS Foundation Trust,Queen Elizabeth Hospital Birmingham,Type 1,412,150,279,133,297,8.3,23,163,134,44,234
679,16/05/2023,May,2,2023,Yorkshire and Humber,Leeds Teaching Hospitals NHS Trust,Leeds General Infirmary,Type 1,414,143,394,20,192,13,20,205,102,11,301
680,16/05/2023,May,2,2023,South East,Oxford University Hospitals NHS Foundation Trust,John Radcliffe Hospital,Type 1,462,165,369,93,100,13.5,21,75,70,55,337
681,17/05/2023,May,2,2023,North West,Liverpool University Hospitals NHS Foundation Trust,Royal Liverpool University Hospital,Type 1,618,193,511,107,187,6.3,8,203,292,55,271
682,17/05/2023,May,2,2023,London,Guy's and St Thomas' NHS Foundation Trust,St Thomas' Hospital,Type 1,337,54,311,26,168,15.8,4,107,228,20,89
683,17/05/2023,May,2,2023,Midlands,University Hospitals Birmingham NHS Foundation Trust,Queen Elizabeth Hospital Birmingham,Type 1,572,102,527,45,121,8.4,22,83,247,15,310
684,17/05/2023,May,2,2023,Yorkshire and Humber,Leeds Teaching Hospitals NHS Trust,Leeds General Infirmary,Type 1,283,185,175,108,102,9.9,11,119,191,14,78
685,17/05/2023,May,2,2023,South East,Oxford University Hospitals NHS Foundation Trust,John Radcliffe Hospital,Type 1,354,99,242,112,269,11.2,10,198,293,79,18
686,18/05/2023,May,2,2023,North West,Liverpool University Hospitals NHS Foundation Trust,Royal Liverpool University Hospital,Type 1,627,89,508,119,182,10.9,2,132,213,35,379
687,18/05/2023,May,2,2023,London,Guy's and St Thomas' NHS Foundation Trust,St Thomas' Hospital,Type 1,596,129,420,176,146,11.2,4,124,105,42,449
688,18/05/2023,May,2,2023,Midlands,University Hospitals Birmingham NHS Foundation Trust,Queen Elizabeth Hospital Birmingham,Type 1,613,57,598,15,318,7.6,3,138,185,68,360
689,18/05/2023,May,2,2023,Yorkshire and Humber,Leeds Teaching Hospitals NHS Trust,Leeds General Infirmary,Type 1,603,62,579,24,187,8.1,1,204,92,77,434
690,18/05/2023,May,2,2023,South East,Oxford University Hospitals NHS Foundation Trust,John Radcliffe Hospital,Type 1,284,67,198,86,105,6.9,0,159,189,16,79
691,19/05/2023,May,2,2023,North West,Liverpool University Hospitals NHS Foundation Trust,Royal Liverpool University Hospital,Type 1,587,114,533,54,162,11.3,8,59,71,28,488
692,19/05/2023,May,2,2023,London,Guy's and St Thomas' NHS Foundation Trust,St Thomas' Hospital,Type 1,466,128,353,113,121,7.8,12,130,108,67,291
693,19/05/2023,May,2,2023,Midlands,University Hospitals Birmingham NHS Foundation Trust,Queen Elizabeth Hospital Birmingham,Type 1,399,71,301,98,246,7.9,20,166,72,57,270
694,19/05/2023,May,2,2023,Yorkshire and Humber,Leeds Teaching Hospitals NHS Trust,Leeds General Infirmary,Type 1,602,180,396,206,190,10.6,3,196,289,36,277
695,19/05/2023,May,2,2023,South East,Oxford University Hospitals NHS Foundation Trust,John Radcliffe Hospital,Type 1,609,164,561,48,120,14.6,20,188,251,27,331
696,20/05/2023,May,2,2023,North West,Liverpool University Hospitals NHS Foundation Trust,Royal Liverpool University Hospital,Type 1,336,103,290,46,313,5.2,17,106,59,29,248
697,20/05/2023,May,2,2023,London,Guy's and St Thomas' NHS Foundation Trust,St Thomas' Hospital,Type 1,281,168,195,86,248,12.4,17,200,60,76,145
698,20/05/2023,May,2,2023,Midlands,University Hospitals Birmingham NHS Foundation Trust,Queen Elizabeth Hospital Birmingham,Type 1,389,77,260,129,168,12.8,11,191,94,43,252
699,20/05/2023,May,2,2023,Yorkshire and Humber,Leeds Teaching Hospitals NHS Trust,Leeds General Infirmary,Type 1,660,50,643,17,201,13.8,23,174,239,63,358
700,20/05/2023,May,2,2023,South East,Oxford University Hospitals NHS Foundation Trust,John Radcliffe Hospital,Type 1,609,137,496,113,139,4.3,20,43,226,70,313
701,21/05/2023,May,2,2023,North West,Liverpool University Hospitals NHS Foundation Trust,Royal Liverpool University Hospital,Type 1,497,153,478,19,315,5.4,2,43,100,26,371
702,21/05/2023,May,2,2023,London,Guy's and St Thomas' NHS Foundation Trust,St Thomas' Hospital,Type 1,556,146,360,196,196,11.2,13,114,125,77,354
703,21/05/2023,May,2,2023,Midlands,University Hospitals Birmingham NHS Foundation Trust,Queen Elizabeth Hospital Birmingham,Type 1,645,84,611,34,224,12,1,216,289,26,330
704,21/05/2023,May,2,2023,Yorkshire and Humber,Leeds Teaching Hospitals NHS Trust,Leeds General Infirmary,Type 1,336,90,202,134,291,9.7,22,145,229,60,47
705,21/05/2023,May,2,2023,South East,Oxford University Hospitals NHS Foundation Trust,John Radcliffe Hospital,Type 1,439,112,396,43,212,10.2,24,141,266,29,144
706,22/05/2023,May,2,2023,North West,Liverpool University Hospitals NHS Foundation Trust,Royal Liverpool University Hospital,Type 1,625,157,603,22,318,15.7,2,42,176,52,397
707,22/05/2023,May,2,2023,London,Guy's and St Thomas' NHS Foundation Trust,St Thomas' Hospital,Type 1,450,172,311,139,270,9.9,19,175,105,47,298
708,22/05/2023,May,2,2023,Midlands,University Hospitals Birmingham NHS Foundation Trust,Queen Elizabeth Hospital Birmingham,Type 1,298,74,199,99,201,12.2,4,85,218,41,39
709,22/05/2023,May,2,2023,Yorkshire and Humber,Leeds Teaching Hospitals NHS Trust,Leeds General Infirmary,Type 1,455,109,345,110,203,8.2,1,155,87,63,305
710,22/05/2023,May,2,2023,South East,Oxford University Hospitals NHS Foundation Trust,John Radcliffe Hospital,Type 1,509,134,382,127,160,13.5,13,203,160,29,320
711,23/05/2023,May,2,2023,North West,Liverpool University Hospitals NHS Foundation Trust,Royal Liverpool University Hospital,Type 1,404,101,325,79,222,10.7,15,92,139,47,218
712,23/05/2023,May,2,2023,London,Guy's and St Thomas' NHS Foundation Trust,St Thomas' Hospital,Type 1,406,152,345,61,163,14.7,2,105,168,58,180
713,23/05/2023,May,2,2023,Midlands,University Hospitals Birmingham NHS Foundation Trust,Queen Elizabeth Hospital Birmingham,Type 1,346,198,297,49,202,6.9,10,143,114,65,167
714,23/05/2023,May,2,2023,Yorkshire and Humber,Leeds Teaching Hospitals NHS Trust,Leeds General Infirmary,Type 1,473,180,427,46,185,4.5,21,203,96,45,332
715,23/05/2023,May,2,2023,South East,Oxford University Hospitals NHS Foundation Trust,John Radcliffe Hospital,Type 1,462,52,390,72,236,8.8,20,119,111,51,300
716,24/05/2023,May,2,2023,North West,Liverpool University Hospitals NHS Foundation Trust,Royal Liverpool University Hospital,Type 1,582,115,523,59,303,13.6,4,176,219,23,340
717,24/05/2023,May,2,2023,London,Guy's and St Thomas' NHS Foundation Trust,St Thomas' Hospital,Type 1,364,66,276,88,266,14.8,8,75,183,53,128
718,24/05/2023,May,2,2023,Midlands,University Hospitals Birmingham NHS Foundation Trust,Queen Elizabeth Hospital Birmingham,Type 1,295,129,199,96,237,6.1,18,197,57,49,189
719,24/05/2023,May,2,2023,Yorkshire and Humber,Leeds Teaching Hospitals NHS Trust,Leeds General Infirmary,Type 1,688,102,491,197,180,12.3,11,190,194,71,423
720,24/05/2023,May,2,2023,South East,Oxford University Hospitals NHS Foundation Trust,John Radcliffe Hospital,Type 1,662,179,518,144,99,5.9,15,106,196,54,412
721,25/05/2023,May,2,2023,North West,Liverpool University Hospitals NHS Foundation Trust,Royal Liverpool University Hospital,Type 1,479,137,470,9,225,5.4,1,133,117,70,292
722,25/05/2023,May,2,2023,London,Guy's and St Thomas' NHS Foundation Trust,St Thomas' Hospital,Type 1,302,106,291,11,179,7.1,23,167,193,59,50
723,25/05/2023,May,2,2023,Midlands,University Hospitals Birmingham NHS Foundation Trust,Queen Elizabeth Hospital Birmingham,Type 1,456,137,418,38,131,13.6,20,216,100,34,322
724,25/05/2023,May,2,2023,Yorkshire and Humber,Leeds Teaching Hospitals NHS Trust,Leeds General Infirmary,Type 1,657,190,591,66,129,15.4,13,40,56,50,551
725,25/05/2023,May,2,2023,South East,Oxford University Hospitals NHS Foundation Trust,John Radcliffe Hospital,Type 1,501,196,335,166,308,5.6,11,212,77,21,403
726,26/05/2023,May,2,2023,North West,Liverpool University Hospitals NHS Foundation Trust,Royal Liverpool University Hospital,Type 1,698,173,630,68,112,8.3,14,123,149,66,483
727,26/05/2023,May,2,2023,London,Guy's and St Thomas' NHS Foundation Trust,St Thomas' Hospital,Type 1,481,189,344,137,96,11.1,25,108,147,66,268
728,26/05/2023,May,2,2023,Midlands,University Hospitals Birmingham NHS Foundation Trust,Queen Elizabeth Hospital Birmingham,Type 1,467,89,393,74,119,8.7,8,176,234,75,158
729,26/05/2023,May,2,2023,Yorkshire and Humber,Leeds Teaching Hospitals NHS Trust,Leeds General Infirmary,Type 1,371,58,351,20,194,7,22,219,79,56,236
730,26/05/2023,May,2,2023,South East,Oxford University Hospitals NHS Foundation Trust,John Radcliffe Hospital,Type 1,317,149,295,22,205,8.7,22,151,98,46,173
731,27/05/2023,May,2,2023,North West,Liverpool University Hospitals NHS Foundation Trust,Royal Liverpool University Hospital,Type 1,583,111,398,185,144,14.1,22,200,241,69,273
732,27/05/2023,May,2,2023,London,Guy's and St Thomas' NHS Foundation Trust,St Thomas' Hospital,Type 1,447,154,300,147,263,6.6,22,166,105,13,329
733,27/05/2023,May,2,2023,Midlands,University Hospitals Birmingham NHS Foundation Trust,Queen Elizabeth Hospital Birmingham,Type 1,469,62,309,160,104,10.6,14,171,265,49,155
734,27/05/2023,May,2,2023,Yorkshire and Humber,Leeds Teaching Hospitals NHS Trust,Leeds General Infirmary,Type 1,399,104,331,68,266,6.2,23,143,102,34,263
735,27/05/2023,May,2,2023,South East,Oxford University Hospitals NHS Foundation Trust,John Radcliffe Hospital,Type 1,366,75,300,66,194,8.8,2,42,132,23,211
736,28/05/2023,May,2,2023,North West,Liverpool University Hospitals NHS Foundation Trust,Royal Liverpool University Hospital,Type 1,684,82,684,0,198,14.3,1,56,156,80,448
737,28/05/2023,May,2,2023,London,Guy's and St Thomas' NHS Foundation Trust,St Thomas' Hospital,Type 1,621,70,454,167,139,13.8,13,201,170,26,425
738,28/05/2023,May,2,2023,Midlands,University Hospitals Birmingham NHS Foundation Trust,Queen Elizabeth Hospital Birmingham,Type 1,355,64,285,70,145,6.6,16,203,156,29,170
739,28/05/2023,May,2,2023,Yorkshire and Humber,Leeds Teaching Hospitals NHS Trust,Leeds General Infirmary,Type 1,258,180,208,50,112,11.6,25,50,297,48,87
740,28/05/2023,May,2,2023,South East,Oxford University Hospitals NHS Foundation Trust,John Radcliffe Hospital,Type 1,622,75,557,65,319,6.3,15,182,205,33,384
741,29/05/2023,May,2,2023,North West,Liverpool University Hospitals NHS Foundation Trust,Royal Liverpool University Hospital,Type 1,615,191,390,225,231,10.7,25,42,273,70,272
742,29/05/2023,May,2,2023,London,Guy's and St Thomas' NHS Foundation Trust,St Thomas' Hospital,Type 1,475,63,328,147,281,4.4,9,204,108,62,305
743,29/05/2023,May,2,2023,Midlands,University Hospitals Birmingham NHS Foundation Trust,Queen Elizabeth Hospital Birmingham,Type 1,488,122,368,120,183,14.8,0,66,131,22,335
744,29/05/2023,May,2,2023,Yorkshire and Humber,Leeds Teaching Hospitals NHS Trust,Leeds General Infirmary,Type 1,523,150,485,38,212,7.8,7,61,177,74,272
745,29/05/2023,May,2,2023,South East,Oxford University Hospitals NHS Foundation Trust,John Radcliffe Hospital,Type 1,690,84,572,118,175,10.5,6,216,263,51,376
746,30/05/2023,May,2,2023,North West,Liverpool University Hospitals NHS Foundation Trust,Royal Liverpool University Hospital,Type 1,290,108,236,54,113,10.9,24,123,105,59,126
747,30/05/2023,May,2,2023,London,Guy's and St Thomas' NHS Foundation Trust,St Thomas' Hospital,Type 1,366,147,271,95,125,7.3,15,138,59,54,253
748,30/05/2023,May,2,2023,Midlands,University Hospitals Birmingham NHS Foundation Trust,Queen Elizabeth Hospital Birmingham,Type 1,547,116,505,42,181,10.5,9,190,178,28,341
749,30/05/2023,May,2,2023,Yorkshire and Humber,Leeds Teaching Hospitals NHS Trust,Leeds General Infirmary,Type 1,285,166,206,79,246,13.7,9,152,195,30,60
750,30/05/2023,May,2,2023,South East,Oxford University Hospitals NHS Foundation Trust,John Radcliffe Hospital,Type 1,554,112,485,69,190,5.7,13,132,251,34,269
751,31/05/2023,May,2,2023,North West,Liverpool University Hospitals NHS Foundation Trust,Royal Liverpool University Hospital,Type 1,261,65,228,33,241,5.5,15,94,154,39,68
752,31/05/2023,May,2,2023,London,Guy's and St Thomas' NHS Foundation Trust,St Thomas' Hospital,Type 1,310,150,293,17,106,15.9,20,103,178,33,99
753,31/05/2023,May,2,2023,Midlands,University Hospitals Birmingham NHS Foundation Trust,Queen Elizabeth Hospital Birmingham,Type 1,562,83,391,171,97,9.6,24,94,168,36,358
754,31/05/2023,May,2,2023,Yorkshire and Humber,Leeds Teaching Hospitals NHS Trust,Leeds General Infirmary,Type 1,285,66,196,89,108,13.5,19,164,233,73,21
755,31/05/2023,May,2,2023,South East,Oxford University Hospitals NHS Foundation Trust,John Radcliffe Hospital,Type 1,428,56,298,130,169,8,25,156,177,62,189
756,01/06/2023,June,2,2023,North West,Liverpool University Hospitals NHS Foundation Trust,Royal Liverpool University Hospital,Type 1,668,51,595,73,185,6.1,5,145,142,29,497
757,01/06/2023,June,2,2023,London,Guy's and St Thomas' NHS Foundation Trust,St Thomas' Hospital,Type 1,288,67,233,55,99,7.2,22,108,145,71,72
758,01/06/2023,June,2,2023,Midlands,University Hospitals Birmingham NHS Foundation Trust,Queen Elizabeth Hospital Birmingham,Type 1,297,170,229,68,300,14.6,7,47,290,30,23
759,01/06/2023,June,2,2023,Yorkshire and Humber,Leeds Teaching Hospitals NHS Trust,Leeds General Infirmary,Type 1,316,153,239,77,152,4,19,202,166,62,88
760,01/06/2023,June,2,2023,South East,Oxford University Hospitals NHS Foundation Trust,John Radcliffe Hospital,Type 1,610,78,542,68,263,7.5,13,55,103,58,449
761,02/06/2023,June,2,2023,North West,Liverpool University Hospitals NHS Foundation Trust,Royal Liverpool University Hospital,Type 1,510,183,384,126,116,15.2,10,219,258,22,230
762,02/06/2023,June,2,2023,London,Guy's and St Thomas' NHS Foundation Trust,St Thomas' Hospital,Type 1,288,153,201,87,236,11.5,17,90,245,78,35
763,02/06/2023,June,2,2023,Midlands,University Hospitals Birmingham NHS Foundation Trust,Queen Elizabeth Hospital Birmingham,Type 1,364,114,364,0,289,4.5,18,118,50,27,287
764,02/06/2023,June,2,2023,Yorkshire and Humber,Leeds Teaching Hospitals NHS Trust,Leeds General Infirmary,Type 1,443,198,273,170,306,5.4,2,107,265,27,151
765,02/06/2023,June,2,2023,South East,Oxford University Hospitals NHS Foundation Trust,John Radcliffe Hospital,Type 1,622,94,378,244,118,5.2,22,148,96,33,493
766,03/06/2023,June,2,2023,North West,Liverpool University Hospitals NHS Foundation Trust,Royal Liverpool University Hospital,Type 1,296,91,215,81,315,13.8,0,56,62,11,223
767,03/06/2023,June,2,2023,London,Guy's and St Thomas' NHS Foundation Trust,St Thomas' Hospital,Type 1,374,163,259,115,299,6.7,21,142,250,77,47
768,03/06/2023,June,2,2023,Midlands,University Hospitals Birmingham NHS Foundation Trust,Queen Elizabeth Hospital Birmingham,Type 1,414,60,304,110,245,12.9,25,131,258,70,86
769,03/06/2023,June,2,2023,Yorkshire and Humber,Leeds Teaching Hospitals NHS Trust,Leeds General Infirmary,Type 1,629,136,391,238,280,14.8,15,148,185,79,365
770,03/06/2023,June,2,2023,South East,Oxford University Hospitals NHS Foundation Trust,John Radcliffe Hospital,Type 1,561,84,531,30,221,7,7,116,124,69,368
771,04/06/2023,June,2,2023,North West,Liverpool University Hospitals NHS Foundation Trust,Royal Liverpool University Hospital,Type 1,692,190,610,82,95,14.7,4,52,252,56,384
772,04/06/2023,June,2,2023,London,Guy's and St Thomas' NHS Foundation Trust,St Thomas' Hospital,Type 1,346,99,237,109,171,10.8,24,55,300,29,17
773,04/06/2023,June,2,2023,Midlands,University Hospitals Birmingham NHS Foundation Trust,Queen Elizabeth Hospital Birmingham,Type 1,277,138,194,83,225,12.1,21,87,279,60,62
774,04/06/2023,June,2,2023,Yorkshire and Humber,Leeds Teaching Hospitals NHS Trust,Leeds General Infirmary,Type 1,649,188,397,252,236,6.3,18,193,85,38,526
775,04/06/2023,June,2,2023,South East,Oxford University Hospitals NHS Foundation Trust,John Radcliffe Hospital,Type 1,257,159,225,32,308,6.2,19,202,102,11,144
776,05/06/2023,June,2,2023,North West,Liverpool University Hospitals NHS Foundation Trust,Royal Liverpool University Hospital,Type 1,653,67,502,151,224,13,5,177,56,30,567
777,05/06/2023,June,2,2023,London,Guy's and St Thomas' NHS Foundation Trust,St Thomas' Hospital,Type 1,271,50,199,72,224,7.4,23,88,80,26,165
778,05/06/2023,June,2,2023,Midlands,University Hospitals Birmingham NHS Foundation Trust,Queen Elizabeth Hospital Birmingham,Type 1,456,173,321,135,106,8.6,3,42,57,19,380
779,05/06/2023,June,2,2023,Yorkshire and Humber,Leeds Teaching Hospitals NHS Trust,Leeds General Infirmary,Type 1,599,102,437,162,161,13.9,11,186,176,47,376
780,05/06/2023,June,2,2023,South East,Oxford University Hospitals NHS Foundation Trust,John Radcliffe Hospital,Type 1,521,79,408,113,180,12.4,4,53,177,15,329
781,06/06/2023,June,2,2023,North West,Liverpool University Hospitals NHS Foundation Trust,Royal Liverpool University Hospital,Type 1,427,76,346,81,124,15.3,23,127,251,31,145
782,06/06/2023,June,2,2023,London,Guy's and St Thomas' NHS Foundation Trust,St Thomas' Hospital,Type 1,319,90,224,95,235,11,18,64,144,79,96
783,06/06/2023,June,2,2023,Midlands,University Hospitals Birmingham NHS Foundation Trust,Queen Elizabeth Hospital Birmingham,Type 1,250,151,188,62,96,7,17,96,242,63,55
784,06/06/2023,June,2,2023,Yorkshire and Humber,Leeds Teaching Hospitals NHS Trust,Leeds General Infirmary,Type 1,420,197,318,102,192,6.2,16,58,114,25,281
785,06/06/2023,June,2,2023,South East,Oxford University Hospitals NHS Foundation Trust,John Radcliffe Hospital,Type 1,386,198,328,58,196,9.2,18,68,160,68,158
786,07/06/2023,June,2,2023,North West,Liverpool University Hospitals NHS Foundation Trust,Royal Liverpool University Hospital,Type 1,524,157,385,139,115,6.4,22,78,190,42,292
787,07/06/2023,June,2,2023,London,Guy's and St Thomas' NHS Foundation Trust,St Thomas' Hospital,Type 1,662,179,531,131,281,10.3,2,63,189,37,436
788,07/06/2023,June,2,2023,Midlands,University Hospitals Birmingham NHS Foundation Trust,Queen Elizabeth Hospital Birmingham,Type 1,523,167,317,206,257,13.3,8,125,298,40,185
789,07/06/2023,June,2,2023,Yorkshire and Humber,Leeds Teaching Hospitals NHS Trust,Leeds General Infirmary,Type 1,480,158,359,121,302,10.8,10,115,261,58,161
